value_rank,domain,word,length,google_20k_rank
2639,ansu.ai,ansu,4,
2640,anta.ai,anta,4,
2641,antu.ai,antu,4,
2642,anus.ai,anus,4,
2643,apar.ai,apar,4,
2644,aper.ai,aper,4,
2645,apii.ai,apii,4,
2646,apio.ai,apio,4,
2647,apod.ai,apod,4,
2648,apse.ai,apse,4,
2649,aquo.ai,aquo,4,
2650,arad.ai,arad,4,
2651,arar.ai,arar,4,
2652,arba.ai,arba,4,
2653,arca.ai,arca,4,
2654,ardu.ai,ardu,4,
2655,ared.ai,ared,4,
2656,argo.ai,argo,4,
2657,aril.ai,aril,4,
2658,arna.ai,arna,4,
2659,arni.ai,arni,4,
2660,arow.ai,arow,4,
2661,arse.ai,arse,4,
2662,arty.ai,arty,4,
2663,arui.ai,arui,4,
2664,aryl.ai,aryl,4,
2665,asak.ai,asak,4,
2666,asci.ai,asci,4,
2667,asem.ai,asem,4,
2668,ashy.ai,ashy,4,
2669,asok.ai,asok,4,
2670,asop.ai,asop,4,
2671,asor.ai,asor,4,
2672,asse.ai,asse,4,
2673,assi.ai,assi,4,
2674,asta.ai,asta,4,
2675,atap.ai,atap,4,
2676,atef.ai,atef,4,
2677,ates.ai,ates,4,
2678,atip.ai,atip,4,
2679,atis.ai,atis,4,
2680,atle.ai,atle,4,
2681,atma.ai,atma,4,
2682,atmo.ai,atmo,4,
2683,atop.ai,atop,4,
2684,atry.ai,atry,4,
2685,atta.ai,atta,4,
2686,atwo.ai,atwo,4,
2687,aube.ai,aube,4,
2688,auca.ai,auca,4,
2689,auge.ai,auge,4,
2690,augh.ai,augh,4,
2691,aula.ai,aula,4,
2692,auld.ai,auld,4,
2693,aulu.ai,aulu,4,
2694,aune.ai,aune,4,
2695,ausu.ai,ausu,4,
2696,aute.ai,aute,4,
2697,aval.ai,aval,4,
2698,aver.ai,aver,4,
2699,avow.ai,avow,4,
2700,awag.ai,awag,4,
2701,awat.ai,awat,4,
2702,awee.ai,awee,4,
2703,awfu.ai,awfu,4,
2704,awin.ai,awin,4,
2705,awny.ai,awny,4,
2706,awry.ai,awry,4,
2707,axal.ai,axal,4,
2708,axed.ai,axed,4,
2709,axil.ai,axil,4,
2710,axon.ai,axon,4,
2711,ayah.ai,ayah,4,
2712,ayin.ai,ayin,4,
2713,azon.ai,azon,4,
2714,azox.ai,azox,4,
2715,baal.ai,baal,4,
2716,baar.ai,baar,4,
2717,baba.ai,baba,4,
2718,babu.ai,babu,4,
2719,bade.ai,bade,4,
2720,baff.ai,baff,4,
2721,baft.ai,baft,4,
2722,baga.ai,baga,4,
2723,bago.ai,bago,4,
2724,baho.ai,baho,4,
2725,bain.ai,bain,4,
2726,baka.ai,baka,4,
2727,baku.ai,baku,4,
2728,bale.ai,bale,4,
2729,balk.ai,balk,4,
2730,balu.ai,balu,4,
2731,banc.ai,banc,4,
2732,bane.ai,bane,4,
2733,bani.ai,bani,4,
2734,bant.ai,bant,4,
2735,bara.ai,bara,4,
2736,bari.ai,bari,4,
2737,barm.ai,barm,4,
2738,baru.ai,baru,4,
2739,bask.ai,bask,4,
2740,bast.ai,bast,4,
2741,bate.ai,bate,4,
2742,batt.ai,batt,4,
2743,batz.ai,batz,4,
2744,baud.ai,baud,4,
2745,baul.ai,baul,4,
2746,baun.ai,baun,4,
2747,bawd.ai,bawd,4,
2748,bawl.ai,bawl,4,
2749,bawn.ai,bawn,4,
2750,baya.ai,baya,4,
2751,baze.ai,baze,4,
2752,beak.ai,beak,4,
2753,beal.ai,beal,4,
2754,beek.ai,beek,4,
2755,beet.ai,beet,4,
2756,bego.ai,bego,4,
2757,behn.ai,behn,4,
2758,bela.ai,bela,4,
2759,beld.ai,beld,4,
2760,bely.ai,bely,4,
2761,bema.ai,bema,4,
2762,bena.ai,bena,4,
2763,bene.ai,bene,4,
2764,beng.ai,beng,4,
2765,beni.ai,beni,4,
2766,benj.ai,benj,4,
2767,benn.ai,benn,4,
2768,beno.ai,beno,4,
2769,bere.ai,bere,4,
2770,berm.ai,berm,4,
2771,besa.ai,besa,4,
2772,bevy.ai,bevy,4,
2773,bhat.ai,bhat,4,
2774,bhoy.ai,bhoy,4,
2775,bhut.ai,bhut,4,
2776,bibb.ai,bibb,4,
2777,bibi.ai,bibi,4,
2778,bice.ai,bice,4,
2779,bick.ai,bick,4,
2780,bide.ai,bide,4,
2781,bier.ai,bier,4,
2782,biff.ai,biff,4,
2783,biga.ai,biga,4,
2784,bigg.ai,bigg,4,
2785,bija.ai,bija,4,
2786,bikh.ai,bikh,4,
2787,bile.ai,bile,4,
2788,bilk.ai,bilk,4,
2789,bilo.ai,bilo,4,
2790,bine.ai,bine,4,
2791,bing.ai,bing,4,
2792,binh.ai,binh,4,
2793,bink.ai,bink,4,
2794,bino.ai,bino,4,
2795,bint.ai,bint,4,
2796,biod.ai,biod,4,
2797,bion.ai,bion,4,
2798,biri.ai,biri,4,
2799,birk.ai,birk,4,
2800,birl.ai,birl,4,
2801,birn.ai,birn,4,
2802,birr.ai,birr,4,
2803,biti.ai,biti,4,
2804,bito.ai,bito,4,
2805,bitt.ai,bitt,4,
2806,biwa.ai,biwa,4,
2807,bizz.ai,bizz,4,
2808,blab.ai,blab,4,
2809,blad.ai,blad,4,
2810,blae.ai,blae,4,
2811,blan.ai,blan,4,
2812,blas.ai,blas,4,
2813,blat.ai,blat,4,
2814,blaw.ai,blaw,4,
2815,blay.ai,blay,4,
2816,bleb.ai,bleb,4,
2817,bled.ai,bled,4,
2818,blee.ai,blee,4,
2819,bleo.ai,bleo,4,
2820,blet.ai,blet,4,
2821,blip.ai,blip,4,
2822,blob.ai,blob,4,
2823,blot.ai,blot,4,
2824,blub.ai,blub,4,
2825,blup.ai,blup,4,
2826,boar.ai,boar,4,
2827,boba.ai,boba,4,
2828,bobo.ai,bobo,4,
2829,boce.ai,boce,4,
2830,bock.ai,bock,4,
2831,bode.ai,bode,4,
2832,boga.ai,boga,4,
2833,bogo.ai,bogo,4,
2834,bogy.ai,bogy,4,
2835,boho.ai,boho,4,
2836,boid.ai,boid,4,
2837,bojo.ai,bojo,4,
2838,boke.ai,boke,4,
2839,bola.ai,bola,4,
2840,bole.ai,bole,4,
2841,bolk.ai,bolk,4,
2842,boll.ai,boll,4,
2843,bolo.ai,bolo,4,
2844,boma.ai,boma,4,
2845,bong.ai,bong,4,
2846,bonk.ai,bonk,4,
2847,bony.ai,bony,4,
2848,bood.ai,bood,4,
2849,boof.ai,boof,4,
2850,boon.ai,boon,4,
2851,boor.ai,boor,4,
2852,bora.ai,bora,4,
2853,bord.ai,bord,4,
2854,borg.ai,borg,4,
2855,borh.ai,borh,4,
2856,boro.ai,boro,4,
2857,bort.ai,bort,4,
2858,bosh.ai,bosh,4,
2859,bosk.ai,bosk,4,
2860,bosn.ai,bosn,4,
2861,bota.ai,bota,4,
2862,bote.ai,bote,4,
2863,bott.ai,bott,4,
2864,boud.ai,boud,4,
2865,bouk.ai,bouk,4,
2866,boun.ai,boun,4,
2867,bouw.ai,bouw,4,
2868,bowk.ai,bowk,4,
2869,boxy.ai,boxy,4,
2870,boza.ai,boza,4,
2871,bozo.ai,bozo,4,
2872,brab.ai,brab,4,
2873,brae.ai,brae,4,
2874,brag.ai,brag,4,
2875,bran.ai,bran,4,
2876,brat.ai,brat,4,
2877,braw.ai,braw,4,
2878,bray.ai,bray,4,
2879,bree.ai,bree,4,
2880,brei.ai,brei,4,
2881,bret.ai,bret,4,
2882,brey.ai,brey,4,
2883,brig.ai,brig,4,
2884,brim.ai,brim,4,
2885,brin.ai,brin,4,
2886,brob.ai,brob,4,
2887,brod.ai,brod,4,
2888,brog.ai,brog,4,
2889,broo.ai,broo,4,
2890,brot.ai,brot,4,
2891,brow.ai,brow,4,
2892,brut.ai,brut,4,
2893,bual.ai,bual,4,
2894,buba.ai,buba,4,
2895,bubo.ai,bubo,4,
2896,buda.ai,buda,4,
2897,bufo.ai,bufo,4,
2898,buhl.ai,buhl,4,
2899,buhr.ai,buhr,4,
2900,bukh.ai,bukh,4,
2901,bult.ai,bult,4,
2902,buna.ai,buna,4,
2903,bund.ai,bund,4,
2904,bung.ai,bung,4,
2905,bunt.ai,bunt,4,
2906,buoy.ai,buoy,4,
2907,burd.ai,burd,4,
2908,bure.ai,bure,4,
2909,burg.ai,burg,4,
2910,buri.ai,buri,4,
2911,burl.ai,burl,4,
2912,buro.ai,buro,4,
2913,burp.ai,burp,4,
2914,busk.ai,busk,4,
2915,buss.ai,buss,4,
2916,byee.ai,byee,4,
2917,bygo.ai,bygo,4,
2918,byon.ai,byon,4,
2919,byre.ai,byre,4,
2920,byth.ai,byth,4,
2921,caam.ai,caam,4,
2922,caba.ai,caba,4,
2923,cack.ai,cack,4,
2924,cade.ai,cade,4,
2925,cadi.ai,cadi,4,
2926,cafh.ai,cafh,4,
2927,caid.ai,caid,4,
2928,caky.ai,caky,4,
2929,calk.ai,calk,4,
2930,calp.ai,calp,4,
2931,calx.ai,calx,4,
2932,camb.ai,camb,4,
2933,cand.ai,cand,4,
2934,cank.ai,cank,4,
2935,cany.ai,cany,4,
2936,caph.ai,caph,4,
2937,cark.ai,cark,4,
2938,cask.ai,cask,4,
2939,cate.ai,cate,4,
2940,cauk.ai,cauk,4,
2941,caul.ai,caul,4,
2942,caum.ai,caum,4,
2943,caup.ai,caup,4,
2944,cava.ai,cava,4,
2945,cavy.ai,cavy,4,
2946,cawk.ai,cawk,4,
2947,caza.ai,caza,4,
2948,cede.ai,cede,4,
2949,ceil.ai,ceil,4,
2950,celt.ai,celt,4,
2951,cepa.ai,cepa,4,
2952,cepe.ai,cepe,4,
2953,ceps.ai,ceps,4,
2954,cere.ai,cere,4,
2955,cero.ai,cero,4,
2956,cess.ai,cess,4,
2957,ceti.ai,ceti,4,
2958,chaa.ai,chaa,4,
2959,chab.ai,chab,4,
2960,chai.ai,chai,4,
2961,chal.ai,chal,4,
2962,cham.ai,cham,4,
2963,chao.ai,chao,4,
2964,chaw.ai,chaw,4,
2965,chay.ai,chay,4,
2966,chee.ai,chee,4,
2967,chia.ai,chia,4,
2968,chid.ai,chid,4,
2969,chih.ai,chih,4,
2970,chil.ai,chil,4,
2971,chob.ai,chob,4,
2972,chol.ai,chol,4,
2973,chub.ai,chub,4,
2974,chug.ai,chug,4,
2975,chum.ai,chum,4,
2976,chun.ai,chun,4,
2977,chut.ai,chut,4,
2978,cine.ai,cine,4,
2979,cion.ai,cion,4,
2980,cipo.ai,cipo,4,
2981,cise.ai,cise,4,
2982,cist.ai,cist,4,
2983,cive.ai,cive,4,
2984,clag.ai,clag,4,
2985,clap.ai,clap,4,
2986,clat.ai,clat,4,
2987,cled.ai,cled,4,
2988,clee.ai,clee,4,
2989,clef.ai,clef,4,
2990,cleg.ai,cleg,4,
2991,clem.ai,clem,4,
2992,clep.ai,clep,4,
2993,clew.ai,clew,4,
2994,clod.ai,clod,4,
2995,clog.ai,clog,4,
2996,clop.ai,clop,4,
2997,clot.ai,clot,4,
2998,clow.ai,clow,4,
2999,cloy.ai,cloy,4,
3000,coak.ai,coak,4,
3001,coax.ai,coax,4,
3002,coda.ai,coda,4,
3003,codo.ai,codo,4,
3004,coff.ai,coff,4,
3005,coft.ai,coft,4,
3006,coho.ai,coho,4,
3007,coif.ai,coif,4,
3008,coir.ai,coir,4,
3009,coky.ai,coky,4,
3010,colk.ai,colk,4,
3011,colp.ai,colp,4,
3012,coly.ai,coly,4,
3013,conk.ai,conk,4,
3014,cony.ai,cony,4,
3015,coof.ai,coof,4,
3016,coom.ai,coom,4,
3017,coon.ai,coon,4,
3018,coot.ai,coot,4,
3019,copa.ai,copa,4,
3020,copr.ai,copr,4,
3021,cora.ai,cora,4,
3022,corf.ai,corf,4,
3023,corm.ai,corm,4,
3024,cosh.ai,cosh,4,
3025,coss.ai,coss,4,
3026,cosy.ai,cosy,4,
3027,coth.ai,coth,4,
3028,coto.ai,coto,4,
3029,coue.ai,coue,4,
3030,coul.ai,coul,4,
3031,cowl.ai,cowl,4,
3032,cowy.ai,cowy,4,
3033,coxa.ai,coxa,4,
3034,coxy.ai,coxy,4,
3035,coyo.ai,coyo,4,
3036,coze.ai,coze,4,
3037,crag.ai,crag,4,
3038,cram.ai,cram,4,
3039,cran.ai,cran,4,
3040,craw.ai,craw,4,
3041,crea.ai,crea,4,
3042,cree.ai,cree,4,
3043,cric.ai,cric,4,
3044,crig.ai,crig,4,
3045,crin.ai,crin,4,
3046,croc.ai,croc,4,
3047,croy.ai,croy,4,
3048,crum.ai,crum,4,
3049,crus.ai,crus,4,
3050,crux.ai,crux,4,
3051,cubi.ai,cubi,4,
3052,cuck.ai,cuck,4,
3053,cuir.ai,cuir,4,
3054,cuke.ai,cuke,4,
3055,cull.ai,cull,4,
3056,culm.ai,culm,4,
3057,cump.ai,cump,4,
3058,curd.ai,curd,4,
3059,curn.ai,curn,4,
3060,curr.ai,curr,4,
3061,curt.ai,curt,4,
3062,cush.ai,cush,4,
3063,cusk.ai,cusk,4,
3064,cusp.ai,cusp,4,
3065,cuss.ai,cuss,4,
3066,cuvy.ai,cuvy,4,
3067,cuya.ai,cuya,4,
3068,cyke.ai,cyke,4,
3069,cyma.ai,cyma,4,
3070,cyme.ai,cyme,4,
3071,cyst.ai,cyst,4,
3072,czar.ai,czar,4,
3073,dabb.ai,dabb,4,
3074,dace.ai,dace,4,
3075,dada.ai,dada,4,
3076,dado.ai,dado,4,
3077,daer.ai,daer,4,
3078,daff.ai,daff,4,
3079,daft.ai,daft,4,
3080,dags.ai,dags,4,
3081,dain.ai,dain,4,
3082,dais.ai,dais,4,
3083,dali.ai,dali,4,
3084,dalk.ai,dalk,4,
3085,dalt.ai,dalt,4,
3086,dama.ai,dama,4,
3087,dand.ai,dand,4,
3088,dang.ai,dang,4,
3089,dank.ai,dank,4,
3090,darg.ai,darg,4,
3091,dari.ai,dari,4,
3092,darr.ai,darr,4,
3093,dasi.ai,dasi,4,
3094,daub.ai,daub,4,
3095,daud.ai,daud,4,
3096,daut.ai,daut,4,
3097,dauw.ai,dauw,4,
3098,davy.ai,davy,4,
3099,daze.ai,daze,4,
3100,dazy.ai,dazy,4,
3101,dedo.ai,dedo,4,
3102,deem.ai,deem,4,
3103,deft.ai,deft,4,
3104,defy.ai,defy,4,
3105,degu.ai,degu,4,
3106,dele.ai,dele,4,
3107,delf.ai,delf,4,
3108,deme.ai,deme,4,
3109,demy.ai,demy,4,
3110,dene.ai,dene,4,
3111,depa.ai,depa,4,
3112,dere.ai,dere,4,
3113,derm.ai,derm,4,
3114,dern.ai,dern,4,
3115,desi.ai,desi,4,
3116,dess.ai,dess,4,
3117,deul.ai,deul,4,
3118,deva.ai,deva,4,
3119,dewy.ai,dewy,4,
3120,dhai.ai,dhai,4,
3121,dhak.ai,dhak,4,
3122,dhan.ai,dhan,4,
3123,dhaw.ai,dhaw,4,
3124,dhow.ai,dhow,4,
3125,dian.ai,dian,4,
3126,dibs.ai,dibs,4,
3127,dich.ai,dich,4,
3128,dieb.ai,dieb,4,
3129,diem.ai,diem,4,
3130,dier.ai,dier,4,
3131,digs.ai,digs,4,
3132,dika.ai,dika,4,
3133,dike.ai,dike,4,
3134,dill.ai,dill,4,
3135,dilo.ai,dilo,4,
3136,dink.ai,dink,4,
3137,dint.ai,dint,4,
3138,diol.ai,diol,4,
3139,dird.ai,dird,4,
3140,dirl.ai,dirl,4,
3141,diss.ai,diss,4,
3142,dita.ai,dita,4,
3143,dite.ai,dite,4,
3144,dixy.ai,dixy,4,
3145,doab.ai,doab,4,
3146,doat.ai,doat,4,
3147,dobe.ai,dobe,4,
3148,doby.ai,doby,4,
3149,dodd.ai,dodd,4,
3150,dodo.ai,dodo,4,
3151,doer.ai,doer,4,
3152,doff.ai,doff,4,
3153,doge.ai,doge,4,
3154,dogy.ai,dogy,4,
3155,doit.ai,doit,4,
3156,doke.ai,doke,4,
3157,dola.ai,dola,4,
3158,dole.ai,dole,4,
3159,doli.ai,doli,4,
3160,dolt.ai,dolt,4,
3161,domn.ai,domn,4,
3162,domy.ai,domy,4,
3163,doob.ai,doob,4,
3164,dook.ai,dook,4,
3165,dool.ai,dool,4,
3166,doon.ai,doon,4,
3167,dopa.ai,dopa,4,
3168,dope.ai,dope,4,
3169,dorn.ai,dorn,4,
3170,dorp.ai,dorp,4,
3171,dory.ai,dory,4,
3172,dosa.ai,dosa,4,
3173,doss.ai,doss,4,
3174,dote.ai,dote,4,
3175,doty.ai,doty,4,
3176,douc.ai,douc,4,
3177,doum.ai,doum,4,
3178,doup.ai,doup,4,
3179,dour.ai,dour,4,
3180,dout.ai,dout,4,
3181,dowd.ai,dowd,4,
3182,dowf.ai,dowf,4,
3183,dowl.ai,dowl,4,
3184,dowp.ai,dowp,4,
3185,doxa.ai,doxa,4,
3186,doxy.ai,doxy,4,
3187,doze.ai,doze,4,
3188,dozy.ai,dozy,4,
3189,drab.ai,drab,4,
3190,drat.ai,drat,4,
3191,dray.ai,dray,4,
3192,dree.ai,dree,4,
3193,dreg.ai,dreg,4,
3194,drib.ai,drib,4,
3195,drow.ai,drow,4,
3196,drub.ai,drub,4,
3197,duad.ai,duad,4,
3198,dubb.ai,dubb,4,
3199,dubs.ai,dubs,4,
3200,duer.ai,duer,4,
3201,duet.ai,duet,4,
3202,duim.ai,duim,4,
3203,duit.ai,duit,4,
3204,dult.ai,dult,4,
3205,duma.ai,duma,4,
3206,dung.ai,dung,4,
3207,dunk.ai,dunk,4,
3208,dunt.ai,dunt,4,
3209,duny.ai,duny,4,
3210,dupe.ai,dupe,4,
3211,dura.ai,dura,4,
3212,dure.ai,dure,4,
3213,durn.ai,durn,4,
3214,duro.ai,duro,4,
3215,dush.ai,dush,4,
3216,dyad.ai,dyad,4,
3217,dyce.ai,dyce,4,
3218,dyne.ai,dyne,4,
3219,eave.ai,eave,4,
3220,eboe.ai,eboe,4,
3221,ebon.ai,ebon,4,
3222,ecad.ai,ecad,4,
3223,eche.ai,eche,4,
3224,ecru.ai,ecru,4,
3225,eddo.ai,eddo,4,
3226,edea.ai,edea,4,
3227,edgy.ai,edgy,4,
3228,eely.ai,eely,4,
3229,egad.ai,egad,4,
3230,eggy.ai,eggy,4,
3231,egma.ai,egma,4,
3232,egol.ai,egol,4,
3233,eheu.ai,eheu,4,
3234,ejoo.ai,ejoo,4,
3235,eker.ai,eker,4,
3236,ekka.ai,ekka,4,
3237,elmy.ai,elmy,4,
3238,elod.ai,elod,4,
3239,emir.ai,emir,4,
3240,emit.ai,emit,4,
3241,empt.ai,empt,4,
3242,emyd.ai,emyd,4,
3243,enam.ai,enam,4,
3244,enol.ai,enol,4,
3245,enow.ai,enow,4,
3246,ense.ai,ense,4,
3247,eoan.ai,eoan,4,
3248,epee.ai,epee,4,
3249,epha.ai,epha,4,
3250,epos.ai,epos,4,
3251,eral.ai,eral,4,
3252,eria.ai,eria,4,
3253,erne.ai,erne,4,
3254,eros.ai,eros,4,
3255,erth.ai,erth,4,
3256,eruc.ai,eruc,4,
3257,esca.ai,esca,4,
3258,esne.ai,esne,4,
3259,espy.ai,espy,4,
3260,etch.ai,etch,4,
3261,etna.ai,etna,4,
3262,etua.ai,etua,4,
3263,etui.ai,etui,4,
3264,etym.ai,etym,4,
3265,euge.ai,euge,4,
3266,evoe.ai,evoe,4,
3267,ewer.ai,ewer,4,
3268,ewry.ai,ewry,4,
3269,exes.ai,exes,4,
3270,exon.ai,exon,4,
3271,eyah.ai,eyah,4,
3272,eyas.ai,eyas,4,
3273,eyen.ai,eyen,4,
3274,eyer.ai,eyer,4,
3275,eyey.ai,eyey,4,
3276,eyne.ai,eyne,4,
3277,eyot.ai,eyot,4,
3278,eyra.ai,eyra,4,
3279,eyre.ai,eyre,4,
3280,ezba.ai,ezba,4,
3281,fack.ai,fack,4,
3282,facy.ai,facy,4,
3283,fady.ai,fady,4,
3284,faff.ai,faff,4,
3285,fage.ai,fage,4,
3286,fain.ai,fain,4,
3287,faky.ai,faky,4,
3288,falx.ai,falx,4,
3289,fana.ai,fana,4,
3290,fand.ai,fand,4,
3291,fang.ai,fang,4,
3292,fant.ai,fant,4,
3293,faon.ai,faon,4,
3294,farl.ai,farl,4,
3295,faro.ai,faro,4,
3296,fash.ai,fash,4,
3297,fass.ai,fass,4,
3298,faun.ai,faun,4,
3299,favn.ai,favn,4,
3300,fawn.ai,fawn,4,
3301,faze.ai,faze,4,
3302,feak.ai,feak,4,
3303,feal.ai,feal,4,
3304,feck.ai,feck,4,
3305,feer.ai,feer,4,
3306,feif.ai,feif,4,
3307,feil.ai,feil,4,
3308,feis.ai,feis,4,
3309,fels.ai,fels,4,
3310,feme.ai,feme,4,
3311,fend.ai,fend,4,
3312,fent.ai,fent,4,
3313,feod.ai,feod,4,
3314,ferk.ai,ferk,4,
3315,feru.ai,feru,4,
3316,fess.ai,fess,4,
3317,feud.ai,feud,4,
3318,fiar.ai,fiar,4,
3319,fice.ai,fice,4,
3320,fico.ai,fico,4,
3321,fide.ai,fide,4,
3322,fifo.ai,fifo,4,
3323,fike.ai,fike,4,
3324,filo.ai,filo,4,
3325,fils.ai,fils,4,
3326,fink.ai,fink,4,
3327,firk.ai,firk,4,
3328,firn.ai,firn,4,
3329,fisc.ai,fisc,4,
3330,fise.ai,fise,4,
3331,fizz.ai,fizz,4,
3332,flak.ai,flak,4,
3333,flam.ai,flam,4,
3334,flan.ai,flan,4,
3335,flax.ai,flax,4,
3336,flay.ai,flay,4,
3337,flet.ai,flet,4,
3338,fley.ai,fley,4,
3339,flit.ai,flit,4,
3340,flix.ai,flix,4,
3341,flob.ai,flob,4,
3342,floc.ai,floc,4,
3343,floe.ai,floe,4,
3344,flog.ai,flog,4,
3345,flot.ai,flot,4,
3346,flub.ai,flub,4,
3347,flue.ai,flue,4,
3348,foal.ai,foal,4,
3349,foci.ai,foci,4,
3350,fogo.ai,fogo,4,
3351,fogy.ai,fogy,4,
3352,fole.ai,fole,4,
3353,fono.ai,fono,4,
3354,fons.ai,fons,4,
3355,fora.ai,fora,4,
3356,forb.ai,forb,4,
3357,fosh.ai,fosh,4,
3358,foud.ai,foud,4,
3359,foun.ai,foun,4,
3360,fowk.ai,fowk,4,
3361,fowl.ai,fowl,4,
3362,foxy.ai,foxy,4,
3363,fozy.ai,fozy,4,
3364,frab.ai,frab,4,
3365,frae.ai,frae,4,
3366,frap.ai,frap,4,
3367,frat.ai,frat,4,
3368,fray.ai,fray,4,
3369,fret.ai,fret,4,
3370,frib.ai,frib,4,
3371,frig.ai,frig,4,
3372,frim.ai,frim,4,
3373,frit.ai,frit,4,
3374,friz.ai,friz,4,
3375,froe.ai,froe,4,
3376,frot.ai,frot,4,
3377,frow.ai,frow,4,
3378,fuci.ai,fuci,4,
3379,fuff.ai,fuff,4,
3380,fugu.ai,fugu,4,
3381,fulk.ai,fulk,4,
3382,fume.ai,fume,4,
3383,fumy.ai,fumy,4,
3384,funt.ai,funt,4,
3385,furl.ai,furl,4,
3386,fusc.ai,fusc,4,
3387,fuss.ai,fuss,4,
3388,fust.ai,fust,4,
3389,fute.ai,fute,4,
3390,fuye.ai,fuye,4,
3391,fuze.ai,fuze,4,
3392,fuzz.ai,fuzz,4,
3393,fyke.ai,fyke,4,
3394,fyrd.ai,fyrd,4,
3395,gabi.ai,gabi,4,
3396,gaby.ai,gaby,4,
3397,gade.ai,gade,4,
3398,gaen.ai,gaen,4,
3399,gaet.ai,gaet,4,
3400,gaff.ai,gaff,4,
3401,gair.ai,gair,4,
3402,gait.ai,gait,4,
3403,gali.ai,gali,4,
3404,gall.ai,gall,4,
3405,galp.ai,galp,4,
3406,galt.ai,galt,4,
3407,gamb.ai,gamb,4,
3408,gamp.ai,gamp,4,
3409,gamy.ai,gamy,4,
3410,gane.ai,gane,4,
3411,gant.ai,gant,4,
3412,gaol.ai,gaol,4,
3413,gapa.ai,gapa,4,
3414,gape.ai,gape,4,
3415,gapo.ai,gapo,4,
3416,gapy.ai,gapy,4,
3417,gara.ai,gara,4,
3418,garb.ai,garb,4,
3419,gare.ai,gare,4,
3420,garn.ai,garn,4,
3421,gash.ai,gash,4,
3422,gasp.ai,gasp,4,
3423,gast.ai,gast,4,
3424,gata.ai,gata,4,
3425,gaub.ai,gaub,4,
3426,gaud.ai,gaud,4,
3427,gaum.ai,gaum,4,
3428,gaun.ai,gaun,4,
3429,gaup.ai,gaup,4,
3430,gaur.ai,gaur,4,
3431,gaus.ai,gaus,4,
3432,gaut.ai,gaut,4,
3433,gawk.ai,gawk,4,
3434,gawm.ai,gawm,4,
3435,gawn.ai,gawn,4,
3436,gazi.ai,gazi,4,
3437,gazy.ai,gazy,4,
3438,geal.ai,geal,4,
3439,gean.ai,gean,4,
3440,geat.ai,geat,4,
3441,geck.ai,geck,4,
3442,geet.ai,geet,4,
3443,gegg.ai,gegg,4,
3444,gein.ai,gein,4,
3445,geld.ai,geld,4,
3446,gell.ai,gell,4,
3447,gelt.ai,gelt,4,
3448,gena.ai,gena,4,
3449,gens.ai,gens,4,
3450,gent.ai,gent,4,
3451,genu.ai,genu,4,
3452,gerb.ai,gerb,4,
3453,germ.ai,germ,4,
3454,gers.ai,gers,4,
3455,gest.ai,gest,4,
3456,geta.ai,geta,4,
3457,geum.ai,geum,4,
3458,ghat.ai,ghat,4,
3459,ghee.ai,ghee,4,
3460,gibe.ai,gibe,4,
3461,gied.ai,gied,4,
3462,gien.ai,gien,4,
3463,gild.ai,gild,4,
3464,gilo.ai,gilo,4,
3465,gilt.ai,gilt,4,
3466,ging.ai,ging,4,
3467,gink.ai,gink,4,
3468,gird.ai,gird,4,
3469,girn.ai,girn,4,
3470,giro.ai,giro,4,
3471,girr.ai,girr,4,
3472,girt.ai,girt,4,
3473,gish.ai,gish,4,
3474,gist.ai,gist,4,
3475,gith.ai,gith,4,
3476,gizz.ai,gizz,4,
3477,glam.ai,glam,4,
3478,glar.ai,glar,4,
3479,glee.ai,glee,4,
3480,gleg.ai,gleg,4,
3481,glia.ai,glia,4,
3482,glib.ai,glib,4,
3483,glom.ai,glom,4,
3484,glop.ai,glop,4,
3485,glor.ai,glor,4,
3486,gloy.ai,gloy,4,
3487,glub.ai,glub,4,
3488,glug.ai,glug,4,
3489,glum.ai,glum,4,
3490,glut.ai,glut,4,
3491,gnar.ai,gnar,4,
3492,gnat.ai,gnat,4,
3493,gnaw.ai,gnaw,4,
3494,goad.ai,goad,4,
3495,goaf.ai,goaf,4,
3496,gobi.ai,gobi,4,
3497,gobo.ai,gobo,4,
3498,goby.ai,goby,4,
3499,gode.ai,gode,4,
3500,goel.ai,goel,4,
3501,goer.ai,goer,4,
3502,goff.ai,goff,4,
3503,gogo.ai,gogo,4,
3504,gola.ai,gola,4,
3505,goli.ai,goli,4,
3506,gony.ai,gony,4,
3507,goof.ai,goof,4,
3508,gook.ai,gook,4,
3509,gool.ai,gool,4,
3510,goon.ai,goon,4,
3511,gora.ai,gora,4,
3512,gorb.ai,gorb,4,
3513,gory.ai,gory,4,
3514,gosh.ai,gosh,4,
3515,gote.ai,gote,4,
3516,goup.ai,goup,4,
3517,gout.ai,gout,4,
3518,gove.ai,gove,4,
3519,gowf.ai,gowf,4,
3520,gowk.ai,gowk,4,
3521,gowl.ai,gowl,4,
3522,grat.ai,grat,4,
3523,gree.ai,gree,4,
3524,grig.ai,grig,4,
3525,gris.ai,gris,4,
3526,grit.ai,grit,4,
3527,grog.ai,grog,4,
3528,gros.ai,gros,4,
3529,grot.ai,grot,4,
3530,grub.ai,grub,4,
3531,grue.ai,grue,4,
3532,grum.ai,grum,4,
3533,grun.ai,grun,4,
3534,guan.ai,guan,4,
3535,guao.ai,guao,4,
3536,guar.ai,guar,4,
3537,gude.ai,gude,4,
