value_rank,domain,word,length,google_20k_rank,is_google_20k
2111,onset.ai,onset,5,11826,yes
2112,assay.ai,assay,5,11832,yes
2113,parser.ai,parser,6,11838,yes
2114,plaque.ai,plaque,6,11845,yes
2115,snack.ai,snack,5,11852,yes
2116,drying.ai,drying,6,11873,yes
2117,squid.ai,squid,5,11889,yes
2118,maxim.ai,maxim,5,11902,yes
2119,slate.ai,slate,5,11920,yes
2120,debris.ai,debris,6,11937,yes
2121,pagan.ai,pagan,5,11941,yes
2122,widow.ai,widow,5,11943,yes
2123,skies.ai,skies,5,11956,yes
2124,alison.ai,alison,6,11960,yes
2125,canoe.ai,canoe,5,11964,yes
2126,juicy.ai,juicy,5,11986,yes
2127,moody.ai,moody,5,11990,yes
2128,pedal.ai,pedal,5,12011,yes
2129,tuned.ai,tuned,5,12019,yes
2130,rename.ai,rename,6,12029,yes
2131,markup.ai,markup,6,12031,yes
2132,scrap.ai,scrap,5,12034,yes
2133,copier.ai,copier,6,12045,yes
2134,vapor.ai,vapor,5,12053,yes
2135,beware.ai,beware,6,12054,yes
2136,aloud.ai,aloud,5,12055,yes
2137,goose.ai,goose,5,12065,yes
2138,gifted.ai,gifted,6,12072,yes
2139,esteem.ai,esteem,6,12073,yes
2140,landed.ai,landed,6,12084,yes
2141,warsaw.ai,warsaw,6,12089,yes
2142,hydro.ai,hydro,5,12097,yes
2143,playa.ai,playa,5,12102,yes
2144,noisy.ai,noisy,5,12104,yes
2145,abide.ai,abide,5,12106,yes
2146,regret.ai,regret,6,12121,yes
2147,bliss.ai,bliss,5,12130,yes
2148,litter.ai,litter,6,12134,yes
2149,parse.ai,parse,5,12141,yes
2150,rugged.ai,rugged,6,12142,yes
2151,jelly.ai,jelly,5,12143,yes
2152,humble.ai,humble,6,12155,yes
2153,petrol.ai,petrol,6,12158,yes
2154,midway.ai,midway,6,12159,yes
2155,mania.ai,mania,5,12160,yes
2156,whites.ai,whites,6,12174,yes
2157,fringe.ai,fringe,6,12180,yes
2158,hassle.ai,hassle,6,12207,yes
2159,docket.ai,docket,6,12216,yes
2160,intern.ai,intern,6,12233,yes
2161,satan.ai,satan,5,12240,yes
2162,oppose.ai,oppose,6,12242,yes
2163,cheer.ai,cheer,5,12252,yes
2164,sparks.ai,sparks,6,12263,yes
2165,clamp.ai,clamp,5,12274,yes
2166,grape.ai,grape,5,12278,yes
2167,madden.ai,madden,6,12281,yes
2168,lively.ai,lively,6,12285,yes
2169,tripod.ai,tripod,6,12291,yes
2170,traps.ai,traps,5,12303,yes
2171,racer.ai,racer,5,12309,yes
2172,guilt.ai,guilt,5,12311,yes
2173,sweep.ai,sweep,5,12312,yes
2174,param.ai,param,5,12342,yes
2175,lunar.ai,lunar,5,12347,yes
2176,elaine.ai,elaine,6,12357,yes
2177,expose.ai,expose,6,12366,yes
2178,boxer.ai,boxer,5,12378,yes
2179,weigh.ai,weigh,5,12382,yes
2180,rodeo.ai,rodeo,5,12383,yes
2181,moose.ai,moose,5,12388,yes
2182,crush.ai,crush,5,12398,yes
2183,mystic.ai,mystic,6,12400,yes
2184,lever.ai,lever,5,12422,yes
2185,tasty.ai,tasty,5,12426,yes
2186,tarot.ai,tarot,5,12436,yes
2187,wasted.ai,wasted,6,12442,yes
2188,cocoa.ai,cocoa,5,12444,yes
2189,footer.ai,footer,6,12451,yes
2190,ghetto.ai,ghetto,6,12461,yes
2191,meadow.ai,meadow,6,12465,yes
2192,panty.ai,panty,5,12466,yes
2193,feeder.ai,feeder,6,12467,yes
2194,mercer.ai,mercer,6,12468,yes
2195,becker.ai,becker,6,12476,yes
2196,hurry.ai,hurry,5,12483,yes
2197,clash.ai,clash,5,12503,yes
2198,peanut.ai,peanut,6,12511,yes
2199,holden.ai,holden,6,12512,yes
2200,kaiser.ai,kaiser,6,12522,yes
2201,retire.ai,retire,6,12529,yes
2202,stain.ai,stain,5,12545,yes
2203,wished.ai,wished,6,12547,yes
2204,gadget.ai,gadget,6,12552,yes
2205,reign.ai,reign,5,12555,yes
2206,ticker.ai,ticker,6,12558,yes
2207,baron.ai,baron,5,12562,yes
2208,thrust.ai,thrust,6,12572,yes
2209,novice.ai,novice,6,12577,yes
2210,stiff.ai,stiff,5,12588,yes
2211,rabbi.ai,rabbi,5,12597,yes
2212,puffy.ai,puffy,5,12599,yes
2213,elbow.ai,elbow,5,12610,yes
2214,stark.ai,stark,5,12618,yes
2215,circa.ai,circa,5,12628,yes
2216,revise.ai,revise,6,12629,yes
2217,weaver.ai,weaver,6,12651,yes
2218,pewter.ai,pewter,6,12666,yes
2219,razor.ai,razor,5,12682,yes
2220,cough.ai,cough,5,12683,yes
2221,eureka.ai,eureka,6,12701,yes
2222,tibet.ai,tibet,5,12707,yes
2223,zodiac.ai,zodiac,6,12732,yes
2224,tubing.ai,tubing,6,12736,yes
2225,artery.ai,artery,6,12741,yes
2226,inlet.ai,inlet,5,12744,yes
2227,canopy.ai,canopy,6,12763,yes
2228,gloss.ai,gloss,5,12764,yes
2229,panda.ai,panda,5,12765,yes
2230,porch.ai,porch,5,12769,yes
2231,brains.ai,brains,6,12786,yes
2232,eaten.ai,eaten,5,12788,yes
2233,indigo.ai,indigo,6,12789,yes
2234,excite.ai,excite,6,12803,yes
2235,pseudo.ai,pseudo,6,12811,yes
2236,steep.ai,steep,5,12815,yes
2237,dinar.ai,dinar,5,12816,yes
2238,creed.ai,creed,5,12818,yes
2239,carat.ai,carat,5,12819,yes
2240,throne.ai,throne,6,12833,yes
2241,pagina.ai,pagina,6,12835,yes
2242,plump.ai,plump,5,12849,yes
2243,expire.ai,expire,6,12853,yes
2244,midst.ai,midst,5,12856,yes
2245,methyl.ai,methyl,6,12857,yes
2246,borne.ai,borne,5,12859,yes
2247,ramada.ai,ramada,6,12861,yes
2248,usable.ai,usable,6,12871,yes
2249,tempo.ai,tempo,5,12872,yes
2250,denote.ai,denote,6,12883,yes
2251,slayer.ai,slayer,6,12884,yes
2252,tester.ai,tester,6,12888,yes
2253,rodney.ai,rodney,6,12900,yes
2254,torch.ai,torch,5,12910,yes
2255,lohan.ai,lohan,5,12924,yes
2256,helper.ai,helper,6,12931,yes
2257,rancho.ai,rancho,6,12934,yes
2258,attic.ai,attic,5,12941,yes
2259,piper.ai,piper,5,12946,yes
2260,skinny.ai,skinny,6,12952,yes
2261,sewage.ai,sewage,6,12953,yes
2262,wretch.ai,wretch,6,12968,yes
2263,racist.ai,racist,6,12971,yes
2264,convey.ai,convey,6,12977,yes
2265,govern.ai,govern,6,12982,yes
2266,graded.ai,graded,6,12995,yes
2267,billed.ai,billed,6,13009,yes
2268,tenth.ai,tenth,5,13015,yes
2269,kindly.ai,kindly,6,13039,yes
2270,cutie.ai,cutie,5,13040,yes
2271,notch.ai,notch,5,13044,yes
2272,decree.ai,decree,6,13053,yes
2273,gamble.ai,gamble,6,13068,yes
2274,gravel.ai,gravel,6,13072,yes
2275,assert.ai,assert,6,13093,yes
2276,bowie.ai,bowie,5,13096,yes
2277,thrice.ai,thrice,6,13100,yes
2278,scent.ai,scent,5,13121,yes
2279,sequel.ai,sequel,6,13122,yes
2280,herpes.ai,herpes,6,13128,yes
2281,upward.ai,upward,6,13129,yes
2282,grasp.ai,grasp,5,13142,yes
2283,streak.ai,streak,6,13143,yes
2284,ounce.ai,ounce,5,13144,yes
2285,tragic.ai,tragic,6,13147,yes
2286,toast.ai,toast,5,13157,yes
2287,hooked.ai,hooked,6,13159,yes
2288,shrink.ai,shrink,6,13161,yes
2289,stance.ai,stance,6,13169,yes
2290,beaded.ai,beaded,6,13172,yes
2291,exodus.ai,exodus,6,13175,yes
2292,kinky.ai,kinky,5,13178,yes
2293,derive.ai,derive,6,13184,yes
2294,quota.ai,quota,5,13202,yes
2295,opener.ai,opener,6,13217,yes
2296,jumbo.ai,jumbo,5,13223,yes
2297,unreal.ai,unreal,6,13230,yes
2298,wounds.ai,wounds,6,13231,yes
2299,flint.ai,flint,5,13244,yes
2300,dummy.ai,dummy,5,13245,yes
2301,awake.ai,awake,5,13247,yes
2302,swivel.ai,swivel,6,13250,yes
2303,burnt.ai,burnt,5,13263,yes
2304,proton.ai,proton,6,13279,yes
2305,lister.ai,lister,6,13282,yes
2306,beetle.ai,beetle,6,13304,yes
2307,roast.ai,roast,5,13309,yes
2308,hummer.ai,hummer,6,13322,yes
2309,hatred.ai,hatred,6,13325,yes
2310,petty.ai,petty,5,13331,yes
2311,behave.ai,behave,6,13337,yes
2312,shiny.ai,shiny,5,13343,yes
2313,encore.ai,encore,6,13345,yes
2314,smash.ai,smash,5,13346,yes
2315,unsure.ai,unsure,6,13349,yes
2316,ample.ai,ample,5,13357,yes
2317,scarf.ai,scarf,5,13372,yes
2318,spicy.ai,spicy,5,13395,yes
2319,beard.ai,beard,5,13405,yes
2320,wedge.ai,wedge,5,13411,yes
2321,peggy.ai,peggy,5,13414,yes
2322,ripper.ai,ripper,6,13420,yes
2323,hyper.ai,hyper,5,13438,yes
2324,tailor.ai,tailor,6,13461,yes
2325,savvy.ai,savvy,5,13468,yes
2326,silva.ai,silva,5,13494,yes
2327,grease.ai,grease,6,13495,yes
2328,prima.ai,prima,5,13502,yes
2329,fetal.ai,fetal,5,13513,yes
2330,seated.ai,seated,6,13516,yes
2331,chord.ai,chord,5,13523,yes
2332,replay.ai,replay,6,13529,yes
2333,smoked.ai,smoked,6,13540,yes
2334,comet.ai,comet,5,13545,yes
2335,lotto.ai,lotto,5,13554,yes
2336,fowler.ai,fowler,6,13555,yes
2337,syrup.ai,syrup,5,13562,yes
2338,warmth.ai,warmth,6,13564,yes
2339,toggle.ai,toggle,6,13576,yes
2340,barker.ai,barker,6,13588,yes
2341,coping.ai,coping,6,13606,yes
2342,baxter.ai,baxter,6,13608,yes
2343,curved.ai,curved,6,13613,yes
2344,erase.ai,erase,5,13615,yes
2345,prose.ai,prose,5,13619,yes
2346,swear.ai,swear,5,13628,yes
2347,clown.ai,clown,5,13631,yes
2348,taboo.ai,taboo,5,13634,yes
2349,amazed.ai,amazed,6,13641,yes
2350,dwarf.ai,dwarf,5,13656,yes
2351,candid.ai,candid,6,13668,yes
2352,doesnt.ai,doesnt,6,13693,yes
2353,decker.ai,decker,6,13702,yes
2354,extern.ai,extern,6,13705,yes
2355,kitten.ai,kitten,6,13708,yes
2356,glossy.ai,glossy,6,13717,yes
2357,haired.ai,haired,6,13719,yes
2358,pablo.ai,pablo,5,13723,yes
2359,lethal.ai,lethal,6,13724,yes
2360,cavity.ai,cavity,6,13727,yes
2361,props.ai,props,5,13736,yes
2362,dough.ai,dough,5,13739,yes
2363,stool.ai,stool,5,13740,yes
2364,towing.ai,towing,6,13742,yes
2365,horde.ai,horde,5,13753,yes
2366,mommy.ai,mommy,5,13755,yes
2367,nanny.ai,nanny,5,13757,yes
2368,suburb.ai,suburb,6,13758,yes
2369,cohort.ai,cohort,6,13761,yes
2370,pueblo.ai,pueblo,6,13771,yes
2371,roach.ai,roach,5,13780,yes
2372,ashes.ai,ashes,5,13795,yes
2373,natal.ai,natal,5,13799,yes
2374,locus.ai,locus,5,13800,yes
2375,purity.ai,purity,6,13814,yes
2376,cellar.ai,cellar,6,13818,yes
2377,prone.ai,prone,5,13822,yes
2378,issuer.ai,issuer,6,13844,yes
2379,timed.ai,timed,5,13884,yes
2380,evolve.ai,evolve,6,13885,yes
2381,scare.ai,scare,5,13901,yes
2382,thief.ai,thief,5,13906,yes
2383,motif.ai,motif,5,13930,yes
2384,saloon.ai,saloon,6,13933,yes
2385,folded.ai,folded,6,13946,yes
2386,unpaid.ai,unpaid,6,13964,yes
2387,spear.ai,spear,5,13974,yes
2388,blanc.ai,blanc,5,13989,yes
2389,insist.ai,insist,6,13994,yes
2390,birch.ai,birch,5,13995,yes
2391,slash.ai,slash,5,13997,yes
2392,resale.ai,resale,6,14003,yes
2393,scalar.ai,scalar,6,14007,yes
2394,sesame.ai,sesame,6,14011,yes
2395,misuse.ai,misuse,6,14038,yes
2396,helix.ai,helix,5,14039,yes
2397,cosmos.ai,cosmos,6,14040,yes
2398,dixie.ai,dixie,5,14043,yes
2399,legion.ai,legion,6,14046,yes
2400,shook.ai,shook,5,14054,yes
2401,addict.ai,addict,6,14072,yes
2402,matte.ai,matte,5,14073,yes
2403,pistol.ai,pistol,6,14085,yes
2404,zebra.ai,zebra,5,14092,yes
2405,runway.ai,runway,6,14093,yes
2406,buckle.ai,buckle,6,14102,yes
2407,fetch.ai,fetch,5,14104,yes
2408,divers.ai,divers,6,14110,yes
2409,upside.ai,upside,6,14119,yes
2410,patron.ai,patron,6,14122,yes
2411,boiler.ai,boiler,6,14125,yes
2412,induce.ai,induce,6,14129,yes
2413,unite.ai,unite,5,14138,yes
2414,debtor.ai,debtor,6,14140,yes
2415,shear.ai,shear,5,14145,yes
2416,mortal.ai,mortal,6,14146,yes
2417,trump.ai,trump,5,14165,yes
2418,avian.ai,avian,5,14171,yes
2419,stella.ai,stella,6,14173,yes
2420,cereal.ai,cereal,6,14181,yes
2421,mellon.ai,mellon,6,14187,yes
2422,champ.ai,champ,5,14191,yes
2423,rented.ai,rented,6,14198,yes
2424,recap.ai,recap,5,14212,yes
2425,openly.ai,openly,6,14213,yes
2426,crawl.ai,crawl,5,14216,yes
2427,jabber.ai,jabber,6,14220,yes
2428,rotate.ai,rotate,6,14225,yes
2429,behold.ai,behold,6,14248,yes
2430,hazel.ai,hazel,5,14259,yes
2431,ledger.ai,ledger,6,14261,yes
2432,loader.ai,loader,6,14274,yes
2433,messy.ai,messy,5,14281,yes
2434,rupee.ai,rupee,5,14285,yes
2435,irene.ai,irene,5,14289,yes
2436,felony.ai,felony,6,14291,yes
2437,strait.ai,strait,6,14318,yes
2438,donkey.ai,donkey,6,14322,yes
2439,radial.ai,radial,6,14333,yes
2440,stole.ai,stole,5,14337,yes
2441,corona.ai,corona,6,14363,yes
2442,quasi.ai,quasi,5,14370,yes
2443,exile.ai,exile,5,14379,yes
2444,reside.ai,reside,6,14382,yes
2445,kappa.ai,kappa,5,14405,yes
2446,samson.ai,samson,6,14407,yes
2447,seldom.ai,seldom,6,14419,yes
2448,morrow.ai,morrow,6,14422,yes
2449,snoop.ai,snoop,5,14429,yes
2450,awhile.ai,awhile,6,14430,yes
2451,winery.ai,winery,6,14431,yes
2452,scaled.ai,scaled,6,14433,yes
2453,photon.ai,photon,6,14435,yes
2454,vague.ai,vague,5,14437,yes
2455,rusty.ai,rusty,5,14441,yes
2456,sting.ai,sting,5,14457,yes
2457,bravo.ai,bravo,5,14459,yes
2458,franco.ai,franco,6,14463,yes
2459,coarse.ai,coarse,6,14475,yes
2460,liter.ai,liter,5,14477,yes
2461,archer.ai,archer,6,14495,yes
2462,warmer.ai,warmer,6,14500,yes
2463,basil.ai,basil,5,14506,yes
2464,paced.ai,paced,5,14510,yes
2465,orient.ai,orient,6,14515,yes
2466,contra.ai,contra,6,14516,yes
2467,maroon.ai,maroon,6,14553,yes
2468,shack.ai,shack,5,14558,yes
2469,marrow.ai,marrow,6,14560,yes
2470,tavern.ai,tavern,6,14564,yes
2471,sleek.ai,sleek,5,14579,yes
2472,runoff.ai,runoff,6,14581,yes
2473,ariel.ai,ariel,5,14588,yes
2474,hitch.ai,hitch,5,14594,yes
2475,nexus.ai,nexus,5,14597,yes
2476,tango.ai,tango,5,14602,yes
2477,garner.ai,garner,6,14608,yes
2478,buster.ai,buster,6,14609,yes
2479,karate.ai,karate,6,14617,yes
2480,sorrow.ai,sorrow,6,14621,yes
2481,carte.ai,carte,5,14622,yes
2482,canned.ai,canned,6,14624,yes
2483,queer.ai,queer,5,14638,yes
2484,comma.ai,comma,5,14656,yes
2485,supper.ai,supper,6,14664,yes
2486,hooded.ai,hooded,6,14666,yes
2487,sonata.ai,sonata,6,14679,yes
2488,torah.ai,torah,5,14694,yes
2489,sermon.ai,sermon,6,14704,yes
2490,thrill.ai,thrill,6,14709,yes
2491,lagoon.ai,lagoon,6,14710,yes
2492,pigeon.ai,pigeon,6,14727,yes
2493,freed.ai,freed,5,14729,yes
2494,binder.ai,binder,6,14730,yes
2495,parrot.ai,parrot,6,14733,yes
2496,magnum.ai,magnum,6,14734,yes
2497,cheek.ai,cheek,5,14743,yes
2498,attain.ai,attain,6,14782,yes
2499,bowel.ai,bowel,5,14791,yes
2500,shire.ai,shire,5,14803,yes
2501,corpse.ai,corpse,6,14814,yes
2502,speedy.ai,speedy,6,14815,yes
2503,brewer.ai,brewer,6,14837,yes
2504,adhere.ai,adhere,6,14841,yes
2505,mains.ai,mains,5,14850,yes
2506,misty.ai,misty,5,14852,yes
2507,parity.ai,parity,6,14854,yes
2508,prism.ai,prism,5,14862,yes
2509,cobalt.ai,cobalt,6,14885,yes
2510,aspire.ai,aspire,6,14897,yes
2511,groom.ai,groom,5,14900,yes
2512,bonded.ai,bonded,6,14908,yes
2513,dudley.ai,dudley,6,14910,yes
2514,clive.ai,clive,5,14917,yes
2515,canary.ai,canary,6,14920,yes
2516,darby.ai,darby,5,14924,yes
2517,clergy.ai,clergy,6,14930,yes
2518,kayak.ai,kayak,5,14933,yes
2519,altar.ai,altar,5,14936,yes
2520,oyster.ai,oyster,6,14953,yes
2521,sturdy.ai,sturdy,6,14954,yes
2522,risen.ai,risen,5,14959,yes
2523,rhino.ai,rhino,5,14962,yes
2524,ruler.ai,ruler,5,14974,yes
2525,piping.ai,piping,6,14982,yes
2526,swept.ai,swept,5,14983,yes
2527,troop.ai,troop,5,14989,yes
2528,arose.ai,arose,5,14990,yes
2529,heroin.ai,heroin,6,15006,yes
2530,hogan.ai,hogan,5,15012,yes
2531,berger.ai,berger,6,15040,yes
2532,parole.ai,parole,6,15042,yes
2533,ninety.ai,ninety,6,15048,yes
2534,flock.ai,flock,5,15058,yes
2535,shave.ai,shave,5,15075,yes
2536,swamp.ai,swamp,5,15092,yes
2537,damned.ai,damned,6,15133,yes
2538,faint.ai,faint,5,15135,yes
2539,fierce.ai,fierce,6,15142,yes
2540,gland.ai,gland,5,15147,yes
2541,stoke.ai,stoke,5,15177,yes
2542,escrow.ai,escrow,6,15188,yes
2543,anthem.ai,anthem,6,15193,yes
2544,jockey.ai,jockey,6,15205,yes
2545,nasal.ai,nasal,5,15234,yes
2546,ranged.ai,ranged,6,15238,yes
2547,spruce.ai,spruce,6,15244,yes
2548,nitro.ai,nitro,5,15250,yes
2549,cortex.ai,cortex,6,15255,yes
2550,loser.ai,loser,5,15262,yes
2551,clover.ai,clover,6,15276,yes
2552,porto.ai,porto,5,15283,yes
2553,jolly.ai,jolly,5,15287,yes
2554,siege.ai,siege,5,15306,yes
2555,enamel.ai,enamel,6,15328,yes
2556,butte.ai,butte,5,15336,yes
2557,bomber.ai,bomber,6,15337,yes
2558,almond.ai,almond,6,15358,yes
2559,chalk.ai,chalk,5,15366,yes
2560,puppet.ai,puppet,6,15375,yes
2561,pillar.ai,pillar,6,15382,yes
2562,mirage.ai,mirage,6,15383,yes
2563,piracy.ai,piracy,6,15394,yes
2564,rowing.ai,rowing,6,15395,yes
2565,siding.ai,siding,6,15396,yes
2566,negro.ai,negro,5,15402,yes
2567,blanca.ai,blanca,6,15403,yes
2568,wrath.ai,wrath,5,15411,yes
2569,grind.ai,grind,5,15427,yes
2570,albeit.ai,albeit,6,15428,yes
2571,clint.ai,clint,5,15431,yes
2572,blitz.ai,blitz,5,15446,yes
2573,rainy.ai,rainy,5,15472,yes
2574,regent.ai,regent,6,15474,yes
2575,misery.ai,misery,6,15487,yes
2576,mailer.ai,mailer,6,15498,yes
2577,unread.ai,unread,6,15504,yes
2578,forged.ai,forged,6,15510,yes
2579,bistro.ai,bistro,6,15511,yes
2580,viola.ai,viola,5,15512,yes
2581,voodoo.ai,voodoo,6,15514,yes
2582,rustic.ai,rustic,6,15519,yes
2583,rumor.ai,rumor,5,15520,yes
2584,rushed.ai,rushed,6,15528,yes
2585,diver.ai,diver,5,15534,yes
2586,dexter.ai,dexter,6,15540,yes
2587,ringer.ai,ringer,6,15542,yes
2588,zipper.ai,zipper,6,15543,yes
2589,blaze.ai,blaze,5,15546,yes
2590,wreck.ai,wreck,5,15547,yes
2591,sammy.ai,sammy,5,15550,yes
2592,brock.ai,brock,5,15568,yes
2593,uptake.ai,uptake,6,15581,yes
2594,geared.ai,geared,6,15583,yes
2595,tycoon.ai,tycoon,6,15591,yes
2596,lawful.ai,lawful,6,15598,yes
2597,tandem.ai,tandem,6,15630,yes
2598,barley.ai,barley,6,15641,yes
2599,potent.ai,potent,6,15642,yes
2600,shoppy.ai,shoppy,6,15649,yes
2601,risky.ai,risky,5,15665,yes
2602,sherry.ai,sherry,6,15683,yes
2603,tulip.ai,tulip,5,15687,yes
2604,madame.ai,madame,6,15688,yes
2605,dalton.ai,dalton,6,15693,yes
2606,tivoli.ai,tivoli,6,15706,yes
2607,owing.ai,owing,5,15715,yes
2608,draper.ai,draper,6,15734,yes
2609,bowman.ai,bowman,6,15737,yes
2610,benny.ai,benny,5,15742,yes
2611,barney.ai,barney,6,15744,yes
2612,eighty.ai,eighty,6,15774,yes
2613,scarce.ai,scarce,6,15777,yes
2614,ropes.ai,ropes,5,15780,yes
2615,plague.ai,plague,6,15784,yes
2616,canine.ai,canine,6,15786,yes
2617,gladly.ai,gladly,6,15787,yes
2618,morse.ai,morse,5,15798,yes
2619,piston.ai,piston,6,15801,yes
2620,topped.ai,topped,6,15808,yes
2621,absorb.ai,absorb,6,15816,yes
2622,ditch.ai,ditch,5,15831,yes
2623,feared.ai,feared,6,15832,yes
2624,slick.ai,slick,5,15835,yes
2625,overly.ai,overly,6,15836,yes
2626,chunk.ai,chunk,5,15846,yes
2627,slept.ai,slept,5,15849,yes
2628,chalet.ai,chalet,6,15855,yes
2629,hopper.ai,hopper,6,15859,yes
2630,filler.ai,filler,6,15874,yes
2631,zenith.ai,zenith,6,15876,yes
2632,tenor.ai,tenor,5,15883,yes
2633,softly.ai,softly,6,15886,yes
2634,scrub.ai,scrub,5,15888,yes
2635,cello.ai,cello,5,15893,yes
2636,occupy.ai,occupy,6,15899,yes
2637,merlin.ai,merlin,6,15910,yes
2638,aiming.ai,aiming,6,15913,yes
2639,beanie.ai,beanie,6,15924,yes
2640,tricky.ai,tricky,6,15928,yes
2641,spaced.ai,spaced,6,15931,yes
2642,topaz.ai,topaz,5,15934,yes
2643,kettle.ai,kettle,6,15959,yes
2644,dusty.ai,dusty,5,15965,yes
2645,patty.ai,patty,5,15966,yes
2646,satire.ai,satire,6,15969,yes
2647,crate.ai,crate,5,15974,yes
2648,humane.ai,humane,6,15979,yes
2649,sworn.ai,sworn,5,15989,yes
2650,twink.ai,twink,5,15990,yes
2651,beech.ai,beech,5,16016,yes
2652,raider.ai,raider,6,16027,yes
2653,rocker.ai,rocker,6,16035,yes
2654,sawyer.ai,sawyer,6,16040,yes
2655,tense.ai,tense,5,16043,yes
2656,invoke.ai,invoke,6,16053,yes
2657,paddle.ai,paddle,6,16059,yes
2658,rooted.ai,rooted,6,16066,yes
2659,finale.ai,finale,6,16073,yes
2660,decal.ai,decal,5,16079,yes
2661,nausea.ai,nausea,6,16081,yes
2662,mover.ai,mover,5,16093,yes
2663,sleepy.ai,sleepy,6,16111,yes
2664,shrine.ai,shrine,6,16116,yes
2665,memoir.ai,memoir,6,16129,yes
2666,waking.ai,waking,6,16143,yes
2667,reflex.ai,reflex,6,16146,yes
2668,ortho.ai,ortho,5,16153,yes
2669,drupal.ai,drupal,6,16162,yes
2670,darts.ai,darts,5,16171,yes
2671,quark.ai,quark,5,16187,yes
2672,sneak.ai,sneak,5,16203,yes
2673,octet.ai,octet,5,16204,yes
2674,creole.ai,creole,6,16220,yes
2675,badger.ai,badger,6,16228,yes
2676,willy.ai,willy,5,16237,yes
2677,tomcat.ai,tomcat,6,16258,yes
2678,tidal.ai,tidal,5,16265,yes
2679,crust.ai,crust,5,16276,yes
2680,dolly.ai,dolly,5,16281,yes
2681,miner.ai,miner,5,16290,yes
2682,sponge.ai,sponge,6,16301,yes
2683,cajun.ai,cajun,5,16302,yes
2684,diner.ai,diner,5,16307,yes
2685,mound.ai,mound,5,16317,yes
2686,snatch.ai,snatch,6,16326,yes
2687,reese.ai,reese,5,16344,yes
2688,hamlet.ai,hamlet,6,16350,yes
2689,grange.ai,grange,6,16362,yes
2690,brandy.ai,brandy,6,16372,yes
2691,scion.ai,scion,5,16375,yes
2692,vortex.ai,vortex,6,16379,yes
2693,bodily.ai,bodily,6,16383,yes
2694,equine.ai,equine,6,16394,yes
2695,proto.ai,proto,5,16397,yes
2696,lizard.ai,lizard,6,16402,yes
2697,regal.ai,regal,5,16412,yes
2698,encode.ai,encode,6,16424,yes
2699,sliced.ai,sliced,6,16431,yes
2700,curly.ai,curly,5,16439,yes
2701,learnt.ai,learnt,6,16450,yes
2702,hound.ai,hound,5,16452,yes
2703,wharf.ai,wharf,5,16462,yes
2704,flick.ai,flick,5,16465,yes
2705,datum.ai,datum,5,16466,yes
2706,maize.ai,maize,5,16482,yes
2707,psalm.ai,psalm,5,16492,yes
2708,talbot.ai,talbot,6,16517,yes
2709,swell.ai,swell,5,16522,yes
2710,ville.ai,ville,5,16524,yes
2711,kosher.ai,kosher,6,16527,yes
2712,mantle.ai,mantle,6,16528,yes
2713,chico.ai,chico,5,16530,yes
2714,irony.ai,irony,5,16532,yes
2715,camper.ai,camper,6,16545,yes
2716,sophia.ai,sophia,6,16558,yes
2717,pastry.ai,pastry,6,16574,yes
2718,levin.ai,levin,5,16576,yes
2719,viper.ai,viper,5,16580,yes
2720,gypsy.ai,gypsy,5,16584,yes
2721,repeal.ai,repeal,6,16588,yes
2722,cyclic.ai,cyclic,6,16595,yes
2723,admire.ai,admire,6,16605,yes
2724,suffix.ai,suffix,6,16619,yes
2725,mister.ai,mister,6,16629,yes
2726,flare.ai,flare,5,16632,yes
2727,wight.ai,wight,5,16634,yes
2728,crank.ai,crank,5,16647,yes
2729,creamy.ai,creamy,6,16653,yes
2730,brace.ai,brace,5,16663,yes
2731,ryder.ai,ryder,5,16670,yes
2732,mayhem.ai,mayhem,6,16672,yes
2733,octave.ai,octave,6,16678,yes
2734,garth.ai,garth,5,16700,yes
2735,paolo.ai,paolo,5,16707,yes
2736,mango.ai,mango,5,16719,yes
2737,polite.ai,polite,6,16723,yes
2738,thigh.ai,thigh,5,16725,yes
2739,paving.ai,paving,6,16727,yes
2740,windy.ai,windy,5,16762,yes
2741,alamo.ai,alamo,5,16768,yes
2742,steer.ai,steer,5,16778,yes
2743,vogue.ai,vogue,5,16780,yes
2744,vodka.ai,vodka,5,16798,yes
2745,jingle.ai,jingle,6,16809,yes
2746,bounty.ai,bounty,6,16810,yes
2747,absurd.ai,absurd,6,16818,yes
2748,embryo.ai,embryo,6,16828,yes
2749,unsafe.ai,unsafe,6,16845,yes
2750,moist.ai,moist,5,16857,yes
2751,append.ai,append,6,16874,yes
2752,motive.ai,motive,6,16875,yes
2753,bethel.ai,bethel,6,16886,yes
2754,faulty.ai,faulty,6,16930,yes
2755,brunch.ai,brunch,6,16936,yes
2756,pundit.ai,pundit,6,16938,yes
2757,expiry.ai,expiry,6,16947,yes
2758,petit.ai,petit,5,16953,yes
2759,inning.ai,inning,6,16956,yes
2760,stall.ai,stall,5,16979,yes
2761,marcel.ai,marcel,6,16986,yes
2762,flores.ai,flores,6,16995,yes
2763,serif.ai,serif,5,16999,yes
2764,scotch.ai,scotch,6,17024,yes
2765,galore.ai,galore,6,17038,yes
2766,utter.ai,utter,5,17054,yes
2767,theirs.ai,theirs,6,17064,yes
2768,cater.ai,cater,5,17070,yes
2769,emblem.ai,emblem,6,17091,yes
2770,sniper.ai,sniper,6,17124,yes
2771,pinch.ai,pinch,5,17127,yes
